batch_id,prev_pos,pos_code,brand,condition,timestamp,temperature,humidity,risk_score
B287,M,N,Brand_10,Safe,2025-12-08 17:43:00,,43.0,0
B158,N,O,Brand_3,Safe,2025-12-25 04:19:00,,42.0,0
B305,N,O,Brand_9,Safe,2026-01-03 14:42:00,35.0,40.0,0
B385,Q,R,Brand_8,Need Attention,2025-12-22 00:41:00,,53.0,47
B127,,S,Brand_3,Bad,2025-11-30 07:48:00,,57.0,82
B205,B,C,Brand_5,Need Attention,2025-12-19 16:41:00,,42.0,54
B232,J,K,Brand_3,Need Attention,2026-01-19 02:05:00,,42.0,50
B326,I,J,Brand_4,Need Attention,2025-12-26 17:22:00,31.0,60.0,53
B312,E,F,Brand_4,Bad,2025-12-05 18:10:00,24.0,,77
B062,N,O,Brand_5,Bad,2026-01-03 22:36:00,29.0,61.0,82
B184,H,I,Brand_7,Need Attention,2025-12-29 12:52:00,20.0,53.0,47
B444,T,H,Brand_8,Bad,2026-01-06 10:24:00,21.0,,79
B080,K,L,Brand_8,Bad,2026-01-29 13:55:00,18.0,53.0,81
B222,,R,Brand_6,Safe,2025-12-16 15:08:00,18.0,40.0,3
B294,M,N,Brand_4,Need Attention,2026-01-15 16:12:00,,56.0,48
B016,F,G,Brand_3,Need Attention,2025-12-30 10:49:00,33.0,,47
B442,L,M,Brand_9,Need Attention,2026-01-03 20:39:00,34.0,58.0,46
B200,P,Q,Brand_4,Need Attention,2026-01-29 09:35:00,,,46
B353,,T,Brand_6,Bad,2026-01-21 08:38:00,,,82
B170,C,D,Brand_8,Safe,2025-12-25 08:17:00,24.0,,5
B099,A,B,Brand_2,Bad,2025-12-10 17:49:00,34.0,58.0,82
B258,E,F,Brand_2,Need Attention,2026-02-04 08:14:00,,,54
B324,F,G,Brand_7,Bad,2025-12-13 01:39:00,,35.0,85
B496,D,E,Brand_2,Need Attention,2025-12-09 02:10:00,19.0,62.0,48
B165,D,E,Brand_2,Need Attention,2025-12-30 18:19:00,17.0,,48
B324,M,N,Brand_6,Need Attention,2026-01-18 14:01:00,30.0,58.0,52
B383,R,S,Brand_4,Need Attention,2026-01-27 02:38:00,19.0,64.0,53
B007,,G,Brand_7,Safe,2025-11-29 00:03:00,,,5
B350,C,D,Brand_4,Need Attention,2025-12-07 10:40:00,22.0,63.0,45
B404,,E,Brand_8,Need Attention,2025-12-07 12:39:00,15.0,69.0,54
B372,R,S,Brand_6,Need Attention,2025-12-07 09:56:00,,46.0,45
B175,F,G,Brand_2,Need Attention,2025-12-13 14:59:00,32.0,57.0,48
B252,Q,R,Brand_4,Bad,2025-12-24 14:04:00,,36.0,80
B345,Q,R,Brand_4,Bad,2026-01-06 05:46:00,,,83
B443,,H,Brand_1,Need Attention,2026-01-11 06:22:00,,,46
B181,J,K,Brand_1,Safe,2026-01-21 02:39:00,,53.0,0
B261,P,Q,Brand_5,Need Attention,2026-01-08 00:31:00,,,45
B066,B,C,Brand_6,Need Attention,2026-01-23 10:56:00,20.0,,48
B389,,R,Brand_2,Need Attention,2026-01-25 12:21:00,,,48
B185,,M,Brand_4,Bad,2026-01-17 15:39:00,,65.0,75
B320,C,D,Brand_8,Safe,2026-01-17 13:22:00,,40.0,5
B490,S,T,Brand_3,Bad,2026-01-26 14:19:00,31.0,62.0,76
B493,O,P,Brand_7,Bad,2026-01-06 21:03:00,34.0,,80
B142,I,J,Brand_9,Need Attention,2026-01-24 09:19:00,,,47
B277,,E,Brand_6,Safe,2025-12-17 08:37:00,,51.0,2
B365,,R,Brand_7,Safe,2026-01-25 13:47:00,31.0,55.0,5
B004,C,D,Brand_5,Safe,2026-01-28 09:25:00,,,0
B219,D,E,Brand_8,Bad,2026-01-22 23:24:00,23.0,,76
B500,L,M,Brand_10,Need Attention,2025-11-29 19:41:00,21.0,63.0,49
B354,,C,Brand_7,Safe,2026-02-02 10:24:00,,,4
B088,,S,Brand_9,Need Attention,2025-12-01 12:22:00,,39.0,50
B430,J,K,Brand_6,Safe,2026-01-11 01:31:00,32.0,,0
B069,G,H,Brand_7,Bad,2026-01-16 06:54:00,17.0,,84
B124,C,D,Brand_10,Need Attention,2026-01-24 14:57:00,30.0,58.0,48
B063,C,D,Brand_2,Bad,2026-01-10 17:44:00,22.0,,79
B113,T,J,Brand_10,Need Attention,2026-01-09 04:51:00,32.0,46.0,53
B357,P,Q,Brand_5,Bad,2025-12-13 16:55:00,28.0,,80
B304,C,D,Brand_8,Need Attention,2026-01-31 17:16:00,,48.0,55
B059,,K,Brand_1,Safe,2026-01-27 12:35:00,,56.0,5
B058,K,L,Brand_3,Need Attention,2026-01-06 17:59:00,,,52
B153,J,K,Brand_4,Bad,2026-01-15 18:00:00,,62.0,79
B356,,D,Brand_5,Safe,2026-01-16 03:04:00,24.0,48.0,0
B155,M,N,Brand_8,Need Attention,2026-01-16 17:46:00,,,47
B059,I,J,Brand_9,Need Attention,2025-12-12 00:35:00,31.0,65.0,52
B268,F,G,Brand_1,Need Attention,2025-12-08 22:51:00,,39.0,52
B142,C,D,Brand_8,Bad,2026-01-14 07:55:00,,,85
B404,L,M,Brand_7,Safe,2025-12-04 10:25:00,27.0,37.0,1
B458,P,Q,Brand_7,Bad,2025-12-27 18:04:00,18.0,53.0,78
B255,N,O,Brand_3,Bad,2025-12-25 03:44:00,20.0,62.0,75
B035,T,H,Brand_5,Bad,2026-01-05 14:27:00,,,81
B373,F,G,Brand_10,Safe,2025-12-25 14:51:00,22.0,,0
B445,M,N,Brand_7,Safe,2025-11-28 17:05:00,32.0,,4
B411,B,C,Brand_7,Need Attention,2026-01-30 11:06:00,35.0,,47
B292,D,E,Brand_4,Safe,2025-12-03 15:16:00,,,0
B296,,S,Brand_8,Need Attention,2026-01-02 05:26:00,,63.0,49
B198,T,E,Brand_5,Safe,2025-12-14 01:48:00,,44.0,0
B055,R,S,Brand_1,Safe,2025-12-31 00:33:00,32.0,,0
B044,,S,Brand_6,Bad,2025-12-02 21:49:00,,,75
B153,Q,R,Brand_6,Bad,2026-01-31 07:15:00,,,82
B398,H,I,Brand_6,Safe,2025-12-05 16:30:00,15.0,43.0,0
B037,,A,Brand_7,Bad,2026-02-02 13:42:00,16.0,54.0,75
B089,A,B,Brand_7,Bad,2025-12-18 09:28:00,26.0,,81
B228,,K,Brand_10,Safe,2025-12-14 10:22:00,19.0,37.0,0
B146,,N,Brand_3,Bad,2025-12-09 13:53:00,19.0,,82
B044,,M,Brand_2,Bad,2026-01-10 01:45:00,,43.0,82
B284,T,D,Brand_10,Bad,2026-01-08 08:06:00,,,80
B179,M,N,Brand_8,Safe,2026-01-13 22:05:00,28.0,,2
B075,F,G,Brand_4,Safe,2026-01-01 07:32:00,23.0,,0
B371,C,D,Brand_6,Need Attention,2026-01-06 23:41:00,,68.0,51
B300,I,J,Brand_1,Bad,2025-12-13 20:21:00,,,76
B420,A,B,Brand_10,Safe,2026-02-03 17:29:00,26.0,37.0,0
B097,R,S,Brand_2,Safe,2026-01-25 00:50:00,,,0
B213,R,S,Brand_10,Need Attention,2026-01-06 07:20:00,28.0,69.0,47
B129,H,I,Brand_5,Need Attention,2025-12-20 06:12:00,,,48
B492,R,S,Brand_6,Bad,2025-12-27 10:56:00,,,82
B424,M,N,Brand_6,Safe,2025-11-30 16:54:00,,,0
B367,P,Q,Brand_7,Safe,2026-01-01 16:46:00,15.0,,0
B129,Q,R,Brand_6,Safe,2025-12-27 22:52:00,24.0,39.0,0
B035,,N,Brand_7,Bad,2025-12-28 19:25:00,25.0,69.0,83
B363,I,J,Brand_8,Need Attention,2025-12-21 17:12:00,22.0,,52
B455,L,M,Brand_7,Bad,2026-01-11 06:16:00,,70.0,77
B403,C,D,Brand_6,Need Attention,2026-01-06 22:28:00,,69.0,49
B036,,E,Brand_5,Bad,2025-12-10 05:56:00,,,79
B040,J,K,Brand_8,Need Attention,2025-12-16 11:48:00,,51.0,53
B379,G,H,Brand_5,Safe,2026-01-20 10:48:00,34.0,46.0,5
B176,N,O,Brand_5,Need Attention,2026-01-20 13:46:00,33.0,,53
B329,R,S,Brand_2,Need Attention,2026-01-20 15:00:00,,69.0,47
B312,,E,Brand_5,Bad,2026-01-19 10:26:00,35.0,50.0,82
B030,A,B,Brand_1,Safe,2026-01-18 08:40:00,29.0,64.0,3
B024,N,O,Brand_4,Bad,2025-12-01 11:47:00,,41.0,77
B206,R,S,Brand_3,Bad,2026-01-05 18:46:00,30.0,68.0,78
B419,B,C,Brand_4,Safe,2026-01-17 16:39:00,,,0
B133,,Q,Brand_8,Safe,2025-12-30 09:10:00,,,5
B466,D,E,Brand_2,Bad,2025-12-05 18:54:00,,,81
B285,,F,Brand_7,Bad,2025-12-08 16:18:00,,,79
B159,B,C,Brand_9,Need Attention,2025-12-21 00:12:00,,,52
B105,J,K,Brand_8,Safe,2025-12-10 03:14:00,28.0,58.0,5
B494,B,C,Brand_6,Safe,2026-01-03 14:12:00,,32.0,0
B469,,E,Brand_3,Safe,2025-12-02 23:57:00,28.0,,0
B462,T,I,Brand_3,Bad,2025-12-11 00:31:00,25.0,54.0,84
B375,D,E,Brand_8,Safe,2025-12-30 23:11:00,,30.0,0
B152,,C,Brand_2,Bad,2026-01-23 09:03:00,19.0,65.0,76
B023,,G,Brand_2,Bad,2026-01-18 11:10:00,,32.0,84
B485,I,J,Brand_4,Need Attention,2026-01-13 08:25:00,,40.0,50
B231,A,B,Brand_6,Safe,2026-01-30 21:36:00,32.0,,0
B176,I,J,Brand_3,Safe,2026-01-26 22:01:00,18.0,35.0,2
B306,G,H,Brand_2,Safe,2026-02-01 18:24:00,22.0,47.0,0
B475,S,T,Brand_5,Bad,2026-01-15 14:37:00,,42.0,76
B105,,J,Brand_6,Bad,2026-01-08 03:06:00,,57.0,83
B218,A,B,Brand_1,Safe,2025-11-28 01:52:00,21.0,,4
B169,J,K,Brand_1,Safe,2025-12-30 05:16:00,32.0,,0
B188,Q,R,Brand_7,Need Attention,2025-12-19 17:22:00,23.0,,49
B002,T,R,Brand_1,Safe,2025-12-08 03:49:00,25.0,41.0,1
B128,C,D,Brand_2,Bad,2026-01-24 18:55:00,18.0,35.0,79
B089,E,F,Brand_7,Need Attention,2026-01-31 10:40:00,18.0,65.0,48
B189,K,L,Brand_9,Need Attention,2025-12-13 10:07:00,,,45
B029,H,I,Brand_8,Safe,2025-12-18 19:30:00,35.0,,0
B220,K,L,Brand_9,Safe,2026-02-05 07:31:00,34.0,,3
B349,,E,Brand_1,Safe,2025-12-17 15:07:00,22.0,38.0,4
B127,I,J,Brand_8,Safe,2026-01-19 12:50:00,,,0
B468,J,K,Brand_7,Need Attention,2026-01-14 02:36:00,27.0,38.0,45
B212,,G,Brand_10,Bad,2025-11-28 07:40:00,,46.0,80
B473,S,T,Brand_10,Safe,2025-12-18 02:07:00,15.0,32.0,0
B476,,O,Brand_5,Safe,2025-12-07 16:51:00,21.0,,2
B393,O,P,Brand_7,Bad,2025-12-30 20:51:00,,57.0,76
B451,B,C,Brand_5,Need Attention,2025-12-09 19:10:00,21.0,,46
B044,,S,Brand_9,Need Attention,2025-12-28 22:17:00,,,52
B405,R,S,Brand_4,Bad,2025-12-12 23:44:00,33.0,,80
B430,N,O,Brand_3,Need Attention,2026-01-19 20:07:00,,62.0,53
B090,T,Q,Brand_4,Safe,2025-12-09 05:22:00,,65.0,3
B191,N,O,Brand_4,Need Attention,2025-11-29 08:58:00,,,52
B148,,B,Brand_2,Need Attention,2025-12-24 09:40:00,,,54
B047,D,E,Brand_3,Bad,2026-01-17 08:45:00,,,79
B363,A,B,Brand_5,Need Attention,2026-01-30 11:49:00,,47.0,46
B207,H,I,Brand_3,Bad,2025-12-02 11:27:00,,35.0,78
B243,M,N,Brand_7,Safe,2025-12-14 16:59:00,31.0,,5
B338,A,B,Brand_4,Safe,2025-12-18 20:13:00,15.0,,0
B413,P,Q,Brand_10,Bad,2026-01-14 11:12:00,27.0,33.0,81
B177,F,G,Brand_6,Bad,2025-12-30 00:13:00,,55.0,85
B150,,I,Brand_1,Safe,2025-12-02 21:07:00,,,0
B100,D,E,Brand_1,Bad,2026-02-03 15:50:00,16.0,58.0,76
B303,,T,Brand_8,Bad,2025-11-29 10:33:00,28.0,,84
B455,J,K,Brand_4,Bad,2025-12-06 20:51:00,26.0,66.0,76
B247,B,C,Brand_2,Safe,2026-01-11 16:18:00,,55.0,4
B226,G,H,Brand_2,Need Attention,2026-01-14 12:20:00,31.0,53.0,50
B420,L,M,Brand_4,Bad,2026-01-04 11:45:00,24.0,53.0,82
B486,,I,Brand_6,Need Attention,2025-12-04 18:17:00,,31.0,49
B108,G,H,Brand_9,Need Attention,2025-12-14 07:44:00,35.0,50.0,53
B354,C,D,Brand_7,Safe,2025-12-09 09:35:00,,,4
B390,E,F,Brand_2,Bad,2025-12-30 20:59:00,,,82
B086,N,O,Brand_8,Safe,2025-12-14 11:21:00,,40.0,0
B308,E,F,Brand_4,Bad,2025-12-17 23:11:00,30.0,65.0,83
B418,,F,Brand_3,Bad,2025-12-05 18:05:00,27.0,53.0,79
B214,N,O,Brand_5,Bad,2025-12-09 06:43:00,29.0,,76
B318,C,D,Brand_6,Safe,2026-01-11 11:40:00,,30.0,0
B060,K,L,Brand_7,Bad,2025-12-21 14:56:00,,64.0,82
B385,G,H,Brand_9,Safe,2026-02-03 21:28:00,,33.0,1
B460,B,C,Brand_6,Need Attention,2025-11-30 11:21:00,,,53
B426,,S,Brand_3,Safe,2025-12-25 23:42:00,,47.0,4
B480,S,T,Brand_9,Bad,2026-01-18 06:00:00,34.0,,78
B114,,F,Brand_8,Need Attention,2026-02-02 13:38:00,,,49
B053,,M,Brand_8,Safe,2025-12-15 06:05:00,,,3
B267,,K,Brand_4,Bad,2026-01-14 01:12:00,,,80
B059,I,J,Brand_4,Bad,2026-01-25 18:29:00,,,76
B409,H,I,Brand_2,Need Attention,2026-01-23 17:30:00,,,49
B277,N,O,Brand_8,Need Attention,2025-12-27 17:51:00,31.0,,55
B298,P,Q,Brand_2,Need Attention,2026-01-09 07:09:00,28.0,53.0,48
B419,,I,Brand_9,Need Attention,2026-01-21 08:53:00,,,53
B164,M,N,Brand_3,Bad,2026-01-15 22:17:00,19.0,,80
B346,O,P,Brand_5,Need Attention,2025-11-29 15:31:00,,52.0,53
B365,H,I,Brand_5,Safe,2026-01-24 20:08:00,,49.0,0
B121,J,K,Brand_6,Bad,2026-01-06 08:39:00,29.0,,77
B454,,M,Brand_10,Bad,2026-01-06 16:18:00,18.0,37.0,85
B389,Q,R,Brand_3,Bad,2026-01-03 01:04:00,,43.0,83
B264,M,N,Brand_7,Safe,2026-01-01 10:15:00,,,2
B402,R,S,Brand_5,Safe,2025-11-30 21:16:00,15.0,41.0,0
B393,L,M,Brand_4,Need Attention,2025-12-16 22:39:00,,,52
B074,T,B,Brand_2,Bad,2025-12-21 04:16:00,,,75
B134,D,E,Brand_1,Safe,2026-01-10 23:15:00,34.0,,0
B304,N,O,Brand_1,Need Attention,2026-01-17 01:23:00,,49.0,45
B200,,D,Brand_5,Safe,2026-01-21 23:17:00,35.0,53.0,4
B257,H,I,Brand_4,Bad,2025-12-12 19:29:00,32.0,59.0,78
B268,G,H,Brand_7,Safe,2026-01-11 03:52:00,33.0,,5
B474,J,K,Brand_2,Need Attention,2026-01-27 21:23:00,,,55
B123,R,S,Brand_3,Safe,2026-01-31 10:32:00,,,1
B296,H,I,Brand_3,Safe,2025-12-26 17:38:00,16.0,,0
B393,F,G,Brand_1,Bad,2026-01-28 20:51:00,,,85
B411,,P,Brand_8,Safe,2025-12-20 23:14:00,20.0,,0
B215,M,N,Brand_2,Safe,2025-12-24 13:28:00,29.0,52.0,0
B167,L,M,Brand_2,Bad,2025-12-09 08:54:00,,,81
B423,H,I,Brand_5,Safe,2025-12-19 17:14:00,,69.0,1
B418,T,C,Brand_5,Safe,2025-12-13 08:58:00,,45.0,3
B402,H,I,Brand_9,Need Attention,2026-01-16 09:26:00,,42.0,45
B221,B,C,Brand_3,Bad,2026-01-30 11:42:00,,33.0,76
B292,P,Q,Brand_7,Need Attention,2026-01-30 21:59:00,,,51
B349,,K,Brand_9,Need Attention,2025-12-06 21:37:00,,,55
B343,J,K,Brand_9,Safe,2026-01-24 04:06:00,,67.0,0
B409,H,I,Brand_3,Need Attention,2026-01-04 17:26:00,,41.0,49
B200,R,S,Brand_7,Need Attention,2026-01-19 16:29:00,27.0,,55
B059,Q,R,Brand_2,Bad,2025-12-22 00:17:00,22.0,56.0,82
B213,Q,R,Brand_5,Need Attention,2025-12-29 14:59:00,33.0,,51
B392,F,G,Brand_8,Need Attention,2025-12-13 08:27:00,,,52
B273,E,F,Brand_9,Bad,2026-01-15 12:04:00,30.0,47.0,81
B205,C,D,Brand_9,Safe,2025-12-09 00:24:00,31.0,,0
B461,A,B,Brand_5,Bad,2026-02-04 07:10:00,16.0,,82
B020,F,G,Brand_9,Need Attention,2026-01-04 02:44:00,22.0,66.0,45
B359,,T,Brand_4,Need Attention,2026-01-18 08:22:00,20.0,,47
B168,F,G,Brand_7,Need Attention,2026-01-09 06:40:00,,63.0,54
B105,,Q,Brand_5,Bad,2025-12-25 09:54:00,31.0,54.0,76
B289,M,N,Brand_6,Need Attention,2026-02-03 06:18:00,,56.0,46
B150,E,F,Brand_6,Safe,2025-12-08 03:18:00,,,1
B173,R,S,Brand_4,Safe,2026-01-19 05:59:00,20.0,,2
B208,E,F,Brand_2,Safe,2025-12-18 09:21:00,29.0,,4
B001,Q,R,Brand_5,Bad,2026-01-27 02:10:00,17.0,,77
B002,J,K,Brand_5,Need Attention,2025-12-31 13:34:00,,,45
B439,,C,Brand_1,Need Attention,2026-02-01 14:09:00,32.0,,51
B318,,B,Brand_6,Safe,2025-12-13 19:39:00,,,0
B211,A,B,Brand_5,Bad,2025-12-15 10:07:00,35.0,60.0,78
B205,T,A,Brand_4,Bad,2025-12-24 06:27:00,29.0,,80
B407,,O,Brand_1,Need Attention,2025-12-02 03:55:00,19.0,36.0,53
B193,,S,Brand_9,Bad,2026-01-04 12:45:00,25.0,,77
B032,B,C,Brand_3,Safe,2025-12-08 12:55:00,,59.0,2
B107,D,E,Brand_3,Safe,2026-01-01 14:03:00,26.0,45.0,0
B118,Q,R,Brand_4,Safe,2026-01-27 21:52:00,24.0,51.0,3
B334,N,O,Brand_6,Safe,2026-01-15 18:44:00,,50.0,0
B146,N,O,Brand_10,Bad,2026-01-28 23:19:00,,,82
B209,P,Q,Brand_9,Safe,2026-01-20 06:27:00,,35.0,0
B431,H,I,Brand_5,Safe,2026-01-23 06:12:00,16.0,,2
B196,,A,Brand_1,Need Attention,2026-01-31 01:44:00,,47.0,52
B208,,A,Brand_4,Bad,2025-12-04 10:28:00,23.0,68.0,77
B345,I,J,Brand_6,Bad,2026-01-22 13:29:00,,69.0,83
B269,,K,Brand_10,Bad,2026-01-28 04:01:00,34.0,,85
B170,L,M,Brand_10,Safe,2026-01-20 05:13:00,,69.0,0
B492,D,E,Brand_2,Safe,2026-01-12 20:58:00,23.0,,4
B273,I,J,Brand_8,Safe,2025-12-10 09:23:00,31.0,44.0,0
B110,H,I,Brand_1,Safe,2025-12-11 10:55:00,,65.0,3
B042,P,Q,Brand_8,Need Attention,2026-01-21 22:09:00,19.0,,49
B400,A,B,Brand_5,Safe,2025-12-09 16:23:00,,59.0,1
B307,H,I,Brand_7,Safe,2026-01-05 12:13:00,,,4
B295,F,G,Brand_8,Safe,2026-02-01 18:23:00,26.0,65.0,1
B243,K,L,Brand_10,Safe,2025-12-05 22:36:00,25.0,,2
B467,Q,R,Brand_3,Safe,2025-12-11 14:45:00,,,0
B319,J,K,Brand_3,Need Attention,2026-01-02 04:11:00,,66.0,55
B497,I,J,Brand_10,Bad,2025-12-27 14:14:00,19.0,,83
B105,,R,Brand_6,Bad,2026-01-30 20:02:00,34.0,,82
B279,E,F,Brand_9,Safe,2025-12-29 05:58:00,,47.0,0
B226,M,N,Brand_10,Safe,2025-12-13 08:33:00,17.0,41.0,5
B025,,A,Brand_10,Need Attention,2026-01-18 22:43:00,34.0,,50
B217,O,P,Brand_8,Safe,2026-01-25 11:41:00,,48.0,0
B387,I,J,Brand_9,Bad,2025-12-07 19:29:00,28.0,50.0,80
B460,N,O,Brand_4,Need Attention,2026-01-15 06:48:00,,,54
B364,,A,Brand_5,Safe,2026-01-13 20:29:00,26.0,40.0,0
B465,Q,R,Brand_2,Need Attention,2025-12-28 03:23:00,,39.0,55
B395,P,Q,Brand_6,Safe,2026-01-22 21:07:00,,,0
B115,,B,Brand_1,Bad,2026-01-14 16:04:00,,,76
B008,F,G,Brand_5,Safe,2026-01-28 17:05:00,19.0,55.0,3
B463,M,N,Brand_4,Safe,2025-12-17 18:09:00,,,4
B036,,O,Brand_8,Need Attention,2025-12-14 07:56:00,,,46
B217,A,B,Brand_4,Safe,2026-01-28 04:27:00,,,0
B373,G,H,Brand_6,Bad,2026-01-30 14:31:00,26.0,54.0,82
B215,B,C,Brand_1,Safe,2026-01-12 20:57:00,19.0,,4
B247,C,D,Brand_10,Need Attention,2026-01-15 20:10:00,,,50
B068,N,O,Brand_9,Need Attention,2026-01-30 06:10:00,,,50
B351,I,J,Brand_10,Safe,2026-01-15 03:09:00,,44.0,0
B413,,M,Brand_5,Bad,2026-01-31 05:28:00,16.0,,78
B497,I,J,Brand_10,Bad,2026-01-24 06:02:00,,,77
B338,L,M,Brand_7,Bad,2025-12-25 21:39:00,,39.0,83
B214,S,T,Brand_5,Bad,2026-01-26 07:43:00,,,81
B317,R,S,Brand_10,Bad,2025-11-30 10:21:00,17.0,70.0,85
B310,G,H,Brand_7,Bad,2026-01-12 21:57:00,24.0,41.0,76
B021,B,C,Brand_1,Need Attention,2026-01-03 17:51:00,17.0,33.0,49
B191,I,J,Brand_9,Need Attention,2026-01-06 09:33:00,,40.0,53
B069,J,K,Brand_1,Need Attention,2026-01-14 22:40:00,16.0,66.0,48
B500,R,S,Brand_10,Bad,2025-12-28 18:30:00,,46.0,75
B431,R,S,Brand_10,Bad,2026-01-13 11:55:00,18.0,,82
B432,B,C,Brand_5,Safe,2026-02-04 18:44:00,18.0,,0
B447,,M,Brand_6,Bad,2026-01-04 17:47:00,15.0,53.0,85
B075,,E,Brand_1,Bad,2025-12-04 19:14:00,,,77
B119,,C,Brand_3,Bad,2025-12-13 16:02:00,,36.0,75
B246,,N,Brand_7,Safe,2025-12-03 09:14:00,,,1
B274,,D,Brand_3,Need Attention,2025-12-21 01:28:00,,,46
B172,J,K,Brand_9,Safe,2025-12-23 13:31:00,,66.0,5
B015,,J,Brand_2,Need Attention,2026-01-20 06:29:00,26.0,62.0,51
B415,K,L,Brand_10,Safe,2026-01-16 07:43:00,21.0,33.0,2
B274,I,J,Brand_7,Need Attention,2025-12-30 06:40:00,,43.0,48
B431,E,F,Brand_6,Safe,2025-12-29 13:13:00,,55.0,0
B285,,A,Brand_9,Safe,2025-12-21 11:54:00,27.0,,1
B251,G,H,Brand_4,Need Attention,2026-01-13 20:46:00,22.0,,50
B070,L,M,Brand_8,Safe,2026-01-31 14:45:00,,30.0,0
B087,I,J,Brand_5,Safe,2025-12-07 21:44:00,,42.0,0
B346,,M,Brand_10,Safe,2025-12-10 10:56:00,,43.0,1
B067,R,S,Brand_2,Safe,2025-12-25 07:20:00,,,0
B469,Q,R,Brand_10,Need Attention,2026-02-02 12:01:00,,30.0,47
B111,B,C,Brand_3,Bad,2025-12-10 16:15:00,,,75
B172,T,C,Brand_4,Bad,2026-01-30 15:12:00,26.0,,85
B262,M,N,Brand_6,Need Attention,2026-01-11 10:34:00,19.0,,55
B034,M,N,Brand_5,Bad,2025-11-29 05:56:00,22.0,46.0,76
B494,T,H,Brand_10,Bad,2026-01-29 09:15:00,,,84
B143,O,P,Brand_10,Bad,2026-01-29 23:27:00,23.0,,79
B302,D,E,Brand_6,Need Attention,2026-01-01 13:55:00,22.0,,51
B193,,E,Brand_3,Safe,2025-12-07 06:58:00,,60.0,2
B213,M,N,Brand_3,Bad,2026-01-28 17:05:00,22.0,33.0,77
B032,Q,R,Brand_3,Safe,2026-02-04 04:26:00,17.0,,0
B425,P,Q,Brand_3,Bad,2026-02-04 10:47:00,,,85
B045,S,T,Brand_1,Bad,2025-12-17 11:01:00,,58.0,81
B461,O,P,Brand_1,Bad,2026-01-13 06:14:00,29.0,,77
B041,Q,R,Brand_8,Bad,2026-01-08 08:54:00,31.0,41.0,81
B327,,R,Brand_5,Bad,2026-01-08 00:34:00,,,81
B376,K,L,Brand_9,Need Attention,2026-01-02 20:23:00,,,53
B196,P,Q,Brand_3,Safe,2025-12-18 10:23:00,27.0,,4
B115,H,I,Brand_9,Bad,2026-01-27 12:54:00,18.0,32.0,81
B316,,C,Brand_4,Need Attention,2026-01-23 05:56:00,20.0,38.0,45
B462,H,I,Brand_5,Safe,2026-01-18 13:49:00,19.0,38.0,0
B434,C,D,Brand_4,Need Attention,2025-11-29 10:34:00,21.0,66.0,47
B323,,N,Brand_7,Need Attention,2026-01-09 07:04:00,34.0,69.0,54
B260,,F,Brand_5,Need Attention,2025-12-08 02:27:00,35.0,66.0,54
B026,,G,Brand_7,Bad,2026-01-08 05:14:00,,43.0,77
B372,Q,R,Brand_5,Bad,2026-01-31 06:31:00,33.0,,85
B394,,S,Brand_4,Bad,2026-02-04 08:56:00,26.0,,83
B331,P,Q,Brand_5,Need Attention,2025-12-07 11:28:00,25.0,,48
B271,F,G,Brand_1,Need Attention,2026-01-25 00:03:00,,59.0,50
B290,,S,Brand_10,Bad,2026-01-20 20:08:00,,52.0,81
B171,,E,Brand_7,Bad,2025-12-06 15:10:00,33.0,,76
B405,S,T,Brand_5,Bad,2026-01-11 17:04:00,35.0,,75
B247,P,Q,Brand_1,Need Attention,2026-01-06 02:30:00,,,52
B374,F,G,Brand_3,Safe,2026-01-27 08:57:00,,,0
B125,H,I,Brand_4,Safe,2026-01-08 00:56:00,,,0
B041,L,M,Brand_8,Need Attention,2025-12-14 09:09:00,,36.0,52
B013,O,P,Brand_2,Safe,2025-12-23 04:12:00,,,4
B333,R,S,Brand_4,Need Attention,2026-01-22 14:41:00,26.0,,47
B019,,O,Brand_2,Bad,2026-01-28 20:36:00,,,84
B416,M,N,Brand_6,Bad,2026-01-30 09:18:00,,53.0,79
B073,,J,Brand_2,Bad,2026-01-19 12:34:00,,,84
B077,,E,Brand_2,Need Attention,2025-12-14 20:27:00,35.0,52.0,46
B404,K,L,Brand_9,Need Attention,2025-12-02 01:40:00,,,52
B388,J,K,Brand_3,Need Attention,2025-12-21 13:56:00,34.0,31.0,48
B073,,O,Brand_9,Need Attention,2026-01-13 18:02:00,16.0,,47
B423,E,F,Brand_2,Need Attention,2026-01-06 06:45:00,,,54
B336,N,O,Brand_10,Bad,2026-01-21 04:36:00,27.0,,84
B241,B,C,Brand_2,Bad,2025-12-27 23:35:00,20.0,,81
B492,L,M,Brand_7,Safe,2026-02-02 05:20:00,,,4
B487,Q,R,Brand_1,Safe,2025-12-21 17:12:00,24.0,44.0,1
B382,J,K,Brand_4,Safe,2026-01-26 15:25:00,18.0,,0
B306,,O,Brand_8,Bad,2026-01-02 02:23:00,23.0,33.0,84
B492,T,E,Brand_10,Bad,2025-12-18 23:02:00,,67.0,76
B013,R,S,Brand_2,Safe,2026-01-28 19:47:00,,53.0,0
B145,G,H,Brand_10,Safe,2026-01-15 05:14:00,,,0
B086,M,N,Brand_5,Bad,2025-12-14 20:46:00,30.0,,80
B258,L,M,Brand_5,Safe,2025-12-08 05:04:00,25.0,64.0,1
B093,C,D,Brand_9,Bad,2025-12-13 03:29:00,,,85
B210,O,P,Brand_4,Bad,2025-12-01 03:48:00,17.0,52.0,78
